,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Juliet Photography,,"['8825 Man Of War Dr', 'Waxhaw, NC 28173']",,(704) 243-3226,False,110904357941128849034,"[34.998894, -80.797123]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Hungry Howie's Pizza & Subs,,"['7130 Airport Hwy', 'Ste 5', 'Holland, OH 43528']","[['Monday', [['11:00 am--11:00 pm']]], ['Tuesday', [['11:00 am--11:00 pm']]], ['Wednesday', [['11:00 am--11:00 pm']]], ['Thursday', [['11:00 am--11:00 pm']]], ['Friday', [['11:00 am--1:00 am']]], ['Saturday', [['11:00 am--1:00 am']], 1], ['Sunday', [['12:00--11:00 pm']]]]",(419) 867-9991,True,118117723948195890487,"[41.610549, -83.712633]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Sabatinos Italian Kitchen,$$$,"['242 Massachusetts Ave', 'Arlington, MA 02474']","[['Monday', [['10:00 am--10:15 pm']], 1], ['Tuesday', [['10:00 am--10:15 pm']]], ['Wednesday', [['10:00 am--10:15 pm']]], ['Thursday', [['10:00 am--10:15 pm']]], ['Friday', [['10:00 am--10:30 pm']]], ['Saturday', [['10:00 am--10:30 pm']]], ['Sunday', [['10:00 am--9:45 pm']]]]",(781) 646-4126,False,110300304875024740707,"[42.406904, -71.143994]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Steppingstone Day School Inc,,"['7740 Vleigh Pl', 'Flushing, NY 11367']",,(718) 591-9093,False,112862169615307660651,"[40.719993, -73.820745]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Vaughn Meat Packing Co Inc,,"['2100 Country Club Rd', 'Greer, SC 29651']","[['Monday', [['7:00 am--5:00 pm']]], ['Tuesday', [['7:00 am--5:00 pm']]], ['Wednesday', [['7:00 am--5:00 pm']], 1], ['Thursday', [['7:00 am--5:00 pm']]], ['Friday', [['7:00 am--5:00 pm']]], ['Saturday', [['7:00 am--2:00 pm']]], ['Sunday', [['Closed']]]]",(864) 877-0926,False,106416805735152554811,"[34.960876, -82.226628]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Thu's Tailor,,"['529 Jefferson Ave', 'New Orleans, LA 70115']",,(504) 891-6820,False,100051048488920343169,"[29.917074, -90.115715]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Chapel of the Cross,,"['304 E Franklin St', 'Chapel Hill, NC 27514']",,(919) 929-2193,False,100017985891710031671,"[35.915285, -79.0501]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Consulate General of the Republic of Poland,,"['233 Madison Ave', 'New York, NY 10016']","[['Monday', [['8:00 am--4:00 pm']], 1], ['Tuesday', [['8:00 am--4:00 pm']]], ['Wednesday', [['11:00 am--7:00 pm']]], ['Thursday', [['8:00 am--4:00 pm']]], ['Friday', [['8:00 am--4:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(646) 237-2100,False,107630647505995708542,"[40.74968, -73.981173]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Dixie Lee Chicken,,"['145 Trans-Canada Hwy', 'Spanish, ON P0P 2A0', 'Canada']","[['Monday', [['6:30 am--7:00 pm']]], ['Tuesday', [['6:30 am--7:00 pm']]], ['Wednesday', [['6:30 am--7:00 pm']]], ['Thursday', [['6:30 am--7:00 pm']]], ['Friday', [['6:30 am--7:00 pm']]], ['Saturday', [['6:30 am--7:00 pm']], 1], ['Sunday', [['6:30 am--7:00 pm']]]]",(705) 844-2150,False,112480955169876860251,"[46.213896, -82.076332]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,EMJ Corporation,,"['2034 Hamilton Pl Blvd', 'Chattanooga, TN 37421']",,(423) 855-1550,False,105861761768082915675,"[35.030859, -85.161441]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Smoothie King,$$,"['1097 Industrial Pkwy', 'Saraland, AL 36571']",,,False,109038562492379971333,"[30.801426, -88.098032]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,My Nails Salon,,"['10855 N Tatum Blvd #120', 'Phoenix, AZ 85028']","[['Monday', [['9:00 am--7:00 pm']]], ['Tuesday', [['9:00 am--7:00 pm']]], ['Wednesday', [['9:00 am--7:00 pm']]], ['Thursday', [['9:00 am--7:00 pm']], 1], ['Friday', [['9:00 am--7:00 pm']]], ['Saturday', [['9:00 am--6:00 pm']]], ['Sunday', [['10:00 am--5:00 pm']]]]",(480) 315-9478,False,111199212409752318074,"[33.58586, -111.976896]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,American Red Cross Blood Donation Center,,"['176 S Robert St', 'St Paul, MN 55107']",,(800) 733-2767,False,107378648528962347232,"[44.939302, -93.082972]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,3 GUYS PIZZA PIES,,"['7016 Woodlake Commons Loop', 'Midlothian, VA 23112']","[['Monday', [['11:00 am--10:00 pm']]], ['Tuesday', [['11:00 am--10:00 pm']]], ['Wednesday', [['11:00 am--10:00 pm']]], ['Thursday', [['11:00 am--10:00 pm']], 1], ['Friday', [['11:00 am--10:00 pm']]], ['Saturday', [['11:00 am--10:00 pm']]], ['Sunday', [['11:00 am--10:00 pm']]]]",(804) 608-1222,False,117361234967954882329,"[37.404099, -77.686216]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Billy's - A Cappelli Martini Bar,,"['7338 Industrial Park Blvd', 'Mentor, OH 44060']","[['Monday', [['11:00 am--2:30 am']]], ['Tuesday', [['11:00 am--2:30 am']]], ['Wednesday', [['11:00 am--2:30 am']], 1], ['Thursday', [['11:00 am--2:30 am']]], ['Friday', [['11:00 am--2:30 am']]], ['Saturday', [['11:00 am--2:30 am']]], ['Sunday', [['10:30 am--1:30 pm']]]]",(440) 585-8815,False,115097126300227315960,"[41.659514, -81.37959]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Oakville Grocery,$,"['124 Matheson St', 'Healdsburg, CA 95448']","[['Monday', [['9:00 am--5:00 pm']], 1], ['Tuesday', [['9:00 am--5:00 pm']]], ['Wednesday', [['9:00 am--5:00 pm']]], ['Thursday', [['9:00 am--5:00 pm']]], ['Friday', [['9:00 am--5:00 pm']]], ['Saturday', [['9:00 am--5:00 pm']]], ['Sunday', [['9:00 am--5:00 pm']]]]",(707) 433-3200,False,111156869923885463513,"[38.610501, -122.86919]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Hog Wild Pit BBQ,$$,"['233 S West St', 'Wichita, KS 67213']","[['Monday', [['11:00 am--8:00 pm']]], ['Tuesday', [['11:00 am--8:00 pm']]], ['Wednesday', [['11:00 am--8:00 pm']], 1], ['Thursday', [['11:00 am--8:00 pm']]], ['Friday', [['11:00 am--8:00 pm']]], ['Saturday', [['11:00 am--8:00 pm']]], ['Sunday', [['11:00 am--8:00 pm']]]]",(316) 945-9550,False,112186783627869608416,"[37.681189, -97.389617]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Pho Saigon,$$$,"['6827 Lonetree Blvd #104', 'Rocklin, CA 95677']","[['Monday', [['10:00 am--9:00 pm']]], ['Tuesday', [['10:00 am--9:00 pm']]], ['Wednesday', [['10:00 am--9:00 pm']], 1], ['Thursday', [['10:00 am--9:00 pm']]], ['Friday', [['10:00 am--9:00 pm']]], ['Saturday', [['10:00 am--9:00 pm']]], ['Sunday', [['10:00 am--9:00 pm']]]]",(916) 780-2999,False,105157166151222979897,"[38.797845, -121.290157]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Northwood House of Pizza,,"['258 First NH Turnpike', 'Northwood, NH 03261']","[['Monday', [['Closed']]], ['Tuesday', [['10:30 am--8:00 pm']]], ['Wednesday', [['10:30 am--8:00 pm']], 1], ['Thursday', [['10:30 am--9:00 pm']]], ['Friday', [['10:30 am--9:00 pm']]], ['Saturday', [['10:30 am--9:00 pm']]], ['Sunday', [['10:30 am--8:00 pm']]]]",(603) 942-5068,False,109447917293174126560,"[43.198598, -71.15766]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,La Quinta Inn & Suites Austin Round Rock North,,"['2004 N Interstate Highway 35', 'Round Rock, TX 78681']",,(512) 255-6666,False,111646207049589408629,"[30.52977, -97.691897]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,All Around America Taxi,,"['New Brunswick, NJ']","[['Monday', [['Open 24 hours']]], ['Tuesday', [['Open 24 hours']]], ['Wednesday', [['Open 24 hours']]], ['Thursday', [['Open 24 hours']], 1], ['Friday', [['Open 24 hours']]], ['Saturday', [['Open 24 hours']]], ['Sunday', [['Open 24 hours']]]]",(732) 214-0900,False,103399297313249164772,"[40.486215, -74.451818]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Bagel Depot,,"['3854 Richmond Ave', 'Staten Island, NY 10312']","[['Monday', [['5:00 am--10:00 pm']]], ['Tuesday', [['5:00 am--10:00 pm']]], ['Wednesday', [['5:00 am--10:00 pm']]], ['Thursday', [['5:00 am--10:00 pm']]], ['Friday', [['5:00 am--10:00 pm']], 1], ['Saturday', [['6:00 am--10:00 pm']]], ['Sunday', [['6:00 am--10:00 pm']]]]",(718) 948-8755,False,115521234041455016729,"[40.543839, -74.165041]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,J L Stewarts Too,$$$,"['9755 Saltsburg Rd', 'Pittsburgh, PA 15239']",,(412) 712-1060,False,109530205470806590755,"[40.485514, -79.714834]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Noodles & Company,$$,"['W176n9336 River Crest Dr', 'Menomonee Falls, WI 53051']","[['Monday', [['10:30 am--9:00 pm']]], ['Tuesday', [['10:30 am--9:00 pm']]], ['Wednesday', [['10:30 am--9:00 pm']]], ['Thursday', [['10:30 am--10:00 pm']], 1], ['Friday', [['10:30 am--10:00 pm']]], ['Saturday', [['10:30 am--10:00 pm']]], ['Sunday', [['10:30 am--9:00 pm']]]]",(262) 502-7800,False,114405340106573748286,"[43.187524, -88.12818]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Hirschvogel Inc,,"['2230 S 3rd St', 'Columbus, OH 43207']",,(614) 445-6060,False,117580371585190055034,"[39.917004, -82.993176]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,CrossFit 033,,"['182 Oakwood Dr', 'Glastonbury, CT 06033']","[['Monday', [['6:00 am--7:00 pm']]], ['Tuesday', [['6:00 am--7:00 pm']]], ['Wednesday', [['6:00 am--7:00 pm']], 1], ['Thursday', [['6:00 am--7:00 pm']]], ['Friday', [['6:00 am--7:00 pm']]], ['Saturday', [['8:00--11:00 am']]], ['Sunday', [['9:00 am--11:00 pm']]]]",(860) 430-1088,False,100007953354761850667,"[41.712694, -72.585104]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Rite Aid,$$,"['120 Court St', 'Brooklyn, NY 11201']","[['Monday', [['Open 24 hours']]], ['Tuesday', [['Open 24 hours']]], ['Wednesday', [['Open 24 hours']]], ['Thursday', [['Open 24 hours']], 1], ['Friday', [['Open 24 hours']]], ['Saturday', [['Open 24 hours']]], ['Sunday', [['Open 24 hours']]]]",(718) 643-2146,False,117898409493991598085,"[40.689906, -73.992405]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Pauline's Palm & Card Reading,,"['1026 Kempton St', 'New Bedford, MA 02740']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']]], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']], 1], ['Saturday', [['10:00 am--7:00 pm']]], ['Sunday', [['10:00 am--7:00 pm']]]]",(508) 999-4646,False,114468465218735742134,"[41.635814, -70.953055]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Punxsy Pizza,,"['115 N Findley St', 'Punxsutawney, PA 15767']","[['Monday', [['10:00 am--10:00 pm']]], ['Tuesday', [['10:00 am--10:00 pm']]], ['Wednesday', [['10:00 am--10:00 pm']]], ['Thursday', [['10:00 am--10:00 pm']], 1], ['Friday', [['10:00 am--11:00 pm']]], ['Saturday', [['10:00 am--11:00 pm']]], ['Sunday', [['11:00 am--10:00 pm']]]]",(814) 938-8132,False,111478796575525415005,"[40.943575, -78.971267]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Sumner's Topgun Muffler Brake,,"['15608 Main St E', 'Sumner, WA 98390']",,(253) 863-3011,False,117111769690245144835,"[47.20243, -122.221043]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Einstein Bros Bagels,$$$,"['30 N La Salle St #100e', 'Chicago, IL 60602']","[['Monday', [['5:00 am--5:00 pm']], 1], ['Tuesday', [['5:00 am--5:00 pm']]], ['Wednesday', [['5:00 am--5:00 pm']]], ['Thursday', [['5:00 am--5:00 pm']]], ['Friday', [['5:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(312) 346-5110,False,106913331862145825724,"[41.882712, -87.632876]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Coco Beach,,"['12159 Valliant St', 'San Antonio, TX 78216']","[['Monday', [['2:00 pm--2:00 am']]], ['Tuesday', [['2:00 pm--2:00 am']], 1], ['Wednesday', [['2:00 pm--2:00 am']]], ['Thursday', [['2:00 pm--2:00 am']]], ['Friday', [['2:00 pm--2:00 am']]], ['Saturday', [['2:00 pm--2:00 am']]], ['Sunday', [['2:00 pm--2:00 am']]]]",(210) 341-5330,False,100112847698256295619,"[29.552529, -98.49745]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Old Tubac Inn,,"['7 Hesselbarth Ln', 'Tumacacori, AZ 85640']",,(520) 398-3161,True,100971345940383183751,"[31.613026, -111.048627]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Langhorne Hotel,,"['100 W Maple Ave', 'Langhorne, PA 19047']","[['Monday', [['11:00 am--9:00 pm']]], ['Tuesday', [['11:00 am--9:00 pm']]], ['Wednesday', [['11:00 am--9:00 pm']], 1], ['Thursday', [['11:00 am--9:00 pm']]], ['Friday', [['11:00 am--10:00 pm']]], ['Saturday', [['11:00 am--10:00 pm']]], ['Sunday', [['11:00 am--9:00 pm']]]]",(215) 757-9295,False,113677754356449241397,"[40.176051, -74.920315]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Yangtse Chinese Bistro,$$,"['1940 W Chandler Blvd #1', 'Chandler, AZ 85224']",,,False,107791259980241216475,"[33.307774, -111.875645]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,McDonald's,$$$,"['399 U.S. 287', 'Lafayette, CO 80026']","[['Monday', [['Open 24 hours']]], ['Tuesday', [['Open 24 hours']]], ['Wednesday', [['Open 24 hours']], 1], ['Thursday', [['Open 24 hours']]], ['Friday', [['Open 24 hours']]], ['Saturday', [['Open 24 hours']]], ['Sunday', [['Open 24 hours']]]]",(303) 926-8811,False,113140673306093175878,"[40.00144, -105.103663]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Spine Institute of Idaho: Jorgenson Sam MD,,"['360 E Montvue Dr # 100', 'Meridian, ID 83642']",,(208) 855-2900,False,111435575140243229289,"[43.601597, -116.351465]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,RadioShack,$$,"['4522 Fredericksburg Rd', 'San Antonio, TX 78201']","[['Monday', [['10:00 am--9:00 pm']]], ['Tuesday', [['10:00 am--9:00 pm']]], ['Wednesday', [['10:00 am--9:00 pm']], 1], ['Thursday', [['10:00 am--9:00 pm']]], ['Friday', [['10:00 am--9:00 pm']]], ['Saturday', [['10:00 am--9:00 pm']]], ['Sunday', [['12:00--6:00 pm']]]]",(800) 843-7422,False,106768567721430142078,"[29.492631, -98.552204]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Wells Fargo Bank,,"['100 Crandon Blvd', 'Key Biscayne, FL 33149']","[['Monday', [['9:00 am--6:00 pm']]], ['Tuesday', [['9:00 am--6:00 pm']]], ['Wednesday', [['9:00 am--6:00 pm']]], ['Thursday', [['9:00 am--6:00 pm']]], ['Friday', [['9:00 am--6:00 pm']], 1], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(305) 789-3806,False,105526092491570282340,"[25.698669, -80.162511]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,STS Property Management,,"['Allen, TX']","[['Monday', [['8:00 am--6:00 pm']]], ['Tuesday', [['8:00 am--6:00 pm']]], ['Wednesday', [['8:00 am--6:00 pm']]], ['Thursday', [['8:00 am--6:00 pm']], 1], ['Friday', [['8:00 am--6:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(972) 533-4822,False,117874794204728275254,"[33.107812, -96.652199]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Hampton Inn & Suites Port Arthur,,"['7660 Memorial Blvd', 'Port Arthur, TX 77642']",,(409) 722-6998,False,116191643129206359222,"[29.939667, -93.98328]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Wonderland Smoke Shop and Vape Shop,,"['655 S Main St #205', 'Orange, CA 92868']","[['Monday', [['10:00 am--10:00 pm']]], ['Tuesday', [['10:00 am--10:00 pm']]], ['Wednesday', [['10:00 am--10:00 pm']]], ['Thursday', [['10:00 am--10:00 pm']]], ['Friday', [['10:00 am--10:00 pm']]], ['Saturday', [['10:00 am--9:00 pm']], 1], ['Sunday', [['10:00 am--9:00 pm']]]]",(714) 834-9577,False,116566210535607411108,"[33.777662, -117.866917]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,US Internal Revenue Services,,"['3154 Perimeter Pkwy', 'Augusta, GA 30909']","[['Monday', [['8:30 am--4:30 pm']]], ['Tuesday', [['8:30 am--4:30 pm']]], ['Wednesday', [['8:30 am--4:30 pm']]], ['Thursday', [['8:30 am--4:30 pm']], 1], ['Friday', [['8:30 am--4:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(706) 868-1374,False,116581751773247450363,"[33.490537, -82.090197]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Merry Maids,,"['Mountain View, CA']","[['Monday', [['9:00 am--5:00 pm']]], ['Tuesday', [['9:00 am--5:00 pm']]], ['Wednesday', [['9:00 am--5:00 pm']], 1], ['Thursday', [['9:00 am--5:00 pm']]], ['Friday', [['9:00 am--5:00 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(650) 209-8959,False,116167008685876949080,"[37.428433, -122.072381]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Creative Acoustics,,"['2419 Atlantic Ave', 'Raleigh, NC 27604']","[['Monday', [['8:30 am--5:30 pm']]], ['Tuesday', [['8:30 am--5:30 pm']]], ['Wednesday', [['8:30 am--5:30 pm']], 1], ['Thursday', [['8:30 am--5:30 pm']]], ['Friday', [['8:30 am--5:30 pm']]], ['Saturday', [['Closed']]], ['Sunday', [['Closed']]]]",(919) 829-1875,False,102159199046846750974,"[35.812964, -78.618618]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Blockbuster Express,$$$,"['568-574 W 125th St', 'New York, NY 10027']",,(877) 300-2128,False,104388257267586837092,"[40.815224, -73.958116]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Buxton Village Books,,"['47918 N Carolina 12', 'Buxton, NC 27920']","[['Monday', [['Closed']]], ['Tuesday', [['Closed']], 1], ['Wednesday', [['Closed']]], ['Thursday', [['10:00 am--5:00 pm']]], ['Friday', [['10:00 am--5:00 pm']]], ['Saturday', [['10:00 am--5:00 pm']]], ['Sunday', [['Closed']]]]",(252) 995-4240,False,100689157009884738881,"[35.268905, -75.539598]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Hubbs Chiropractic: Hubbs Christopher DC,,"['415 Cumberland St', 'Lebanon, PA 17042']",,(717) 273-0311,False,108242710237666561881,"[40.339884, -76.418361]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,A Goodnight Sleepstore,,"['9814 Two Notch Rd', 'Columbia, SC 29223']","[['Monday', [['10:00 am--7:00 pm']]], ['Tuesday', [['10:00 am--7:00 pm']]], ['Wednesday', [['10:00 am--7:00 pm']], 1], ['Thursday', [['10:00 am--7:00 pm']]], ['Friday', [['10:00 am--7:00 pm']]], ['Saturday', [['10:00 am--6:00 pm']]], ['Sunday', [['1:30--5:30 pm']]]]",(803) 699-8339,False,114280721327615503454,"[34.107608, -80.898805]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Jiffy Lube,,"['707 S Main St', 'Cedar City, UT 84720']","[['Monday', [['8:00 am--6:00 pm']]], ['Tuesday', [['8:00 am--6:00 pm']]], ['Wednesday', [['8:00 am--6:00 pm']], 1], ['Thursday', [['8:00 am--6:00 pm']]], ['Friday', [['8:00 am--6:00 pm']]], ['Saturday', [['8:00 am--6:00 pm']]], ['Sunday', [['Closed']]]]",(435) 865-1111,False,104431404374720899896,"[37.664771, -113.064885]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Lucas Patton Design,,"['2252 Dillard Rd', 'Highlands, NC 28741']","[['Monday', [['Closed']]], ['Tuesday', [['10:00 am--6:00 pm']]], ['Wednesday', [['10:00 am--6:00 pm']]], ['Thursday', [['10:00 am--6:00 pm']], 1], ['Friday', [['10:00 am--6:00 pm']]], ['Saturday', [['10:00 am--6:00 pm']]], ['Sunday', [['Closed']]]]",(828) 526-4034,False,116586715362854048508,"[35.042918, -83.233344]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
0,Wente Vineyards,,"['5565 Tesla Rd', 'Livermore, CA 94550']","[['Monday', [['11:00 am--4:30 pm']]], ['Tuesday', [['11:00 am--4:30 pm']]], ['Wednesday', [['11:00 am--4:30 pm']], 1], ['Thursday', [['11:00 am--4:30 pm']]], ['Friday', [['11:00 am--4:30 pm']]], ['Saturday', [['11:00 am--4:30 pm']]], ['Sunday', [['11:00 am--4:30 pm']]]]",(925) 456-2305,False,100985144056829619005,"[37.664982, -121.724562]"
,name,price,address,hours,phone,closed,gPlusPlaceId,gps
