rating,reviewerName,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,gPlusUserId
1.0,Alex Stillo,The service was awful the food was over cooked and I sat in gum on the table horrible restraunt wayyyg better avalivble,"['Barbecue Restaurant', 'Caterer']",106303573597101532834,1373662065,"Jul 12, 2013",100044104947520426418
5.0,Luke Lewis,,"['European Restaurant', 'Pizza Restaurant']",102233526563735101078,1385825384,"Nov 30, 2013",100044231601077676481
1.0,Franco Marraf,"Bought vouchers on Groupon for $30 'value of $60'. So the Rip Off starts here.  You order off a separate menu for a 3 course meal which you would normally pay $30 for - but apparently its value is $60.....?   So you get over the blatant rip-off so hopefully the food/service/ambiance makes up right....  Not so.  The food is below average at best - service a little stoned and the ambiance was loud dark and confused.  This restaurant has so many issues, obviously suffering (hence the vouchers) they then serve crap over valued food to potential new customers?  I don't get it - nor will you, but in 2 years I bet they will be closed or re-imaged.  Good Luck if you go - expect a Big Mac and be pleasantly surprised!",['American Restaurant'],101612192370474581594,1287717227,"Oct 21, 2010",100045315900548019696
5.0,rossy ross,tienen un exelente servicio y la comida es deliciosa! me encanta ir a comer a tierras colombianas. las meseras son muy amables y la comida es de buena calidad.,['Restaurant'],104994170264214964425,1366692565,"Apr 22, 2013",100048379513819641799
5.0,Bindhya Subedi,Really excellent food  momo is good,"['Asian Restaurant', 'South Asian Restaurant', 'Indian Restaurant']",108995945614019299086,1350137814,"Oct 13, 2012",100048987923505256542
4.0,David Lee,Favorite chain restaurant but this location is short-staffed most mornings.  Poor impression when employees taking break or filling up their drink cup when there is a line of customers waiting to place orders and only one cashier open.,"['Chicken Restaurant', 'Fast Food Restaurant', 'Sandwich Shop']",112601200775073658532,1366379173,"Apr 19, 2013",100055897428647926976
1.0,Mijael Martinez,"To be fair: Great food, and generally good staff working there, at a reasonable price... It was ITS OWNER who earned it only 1 star: met him by chance while taking a friend to the restaurant; we started some small talk, and then he completely, absolutely, ignored me, concentrating on my friend (heck, he even gave his personal business card ONLY to my friend).  In my book, if you are a services supplier, the least you can do is to be thankful for your patrons, specially those who recommend your place and bring you new customers. It's sad, but I'm not going to reward that rudeness by bringing my business back.","['Restaurant', 'Steak House']",107096120177136426857,1390074938,"Jan 18, 2014",100057897843067840538
4.0,KIMBERLY RATCLIFF,,"['Deli', 'Restaurant', 'Bakery']",116797187229286823816,1315266779,"Sep 5, 2011",100061042368968595922
5.0,Alex Borlenghi,,"['Mexican Restaurant', 'Latin American Restaurant']",110981440529688728764,1377205656,"Aug 22, 2013",100062022080687762626
3.0,Alex Borlenghi,,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",114966743572702228256,1377205649,"Aug 22, 2013",100062022080687762626
4.0,Chris Springer,"Parking is awful. There are not enough spots for the normal occupancy. There's the option to valet for $3, or get your car washed for $12 which is very convenient.   There green sauce is only good before Wednesday after that it tastes rather bland, I'm not sure if they make the salsa at the beginning of the week or what but that's something I've noticed. The steak fajitas are excellent. I believe they use a higher grade cut of steak, which is probably why the fajitas are a little pricey (there's also the option to upgrade to tenderloin). The re-fried black beans are great along with their green rice.  The food here is great and outside of Pappasitos, it's the one of the top 3 Tex-Mex joints in town.","['Tex-Mex Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",107390227071306429060,1346255440,"Aug 29, 2012",100067551847332999384
4.0,Summer Winters,Great food and cheap. The portions are large. They even deliver but for a $16 fee.,"['Asian Restaurant', 'Food Delivery', 'Chinese Restaurant']",111663303421500434494,1363396795,"Mar 15, 2013",100068275390855909892
4.0,Christopher Smith,,['Restaurant or Cafe'],100856071798260781707,1289892722,"Nov 15, 2010",100069661818814474436
4.0,Christopher Smith,,"['Restaurant', 'Cafe', 'Fast Food Restaurant']",106170305990970581762,1289892591,"Nov 15, 2010",100069661818814474436
5.0,Christopher Smith,,"['Hamburger Restaurant', 'Fast Food Restaurant']",106642528844721706894,1310856235,"Jul 16, 2011",100069661818814474436
4.0,Lanie Rantissi,always enjoy going for lunch. affordable and good food!,"['Asian Restaurant', 'Chinese Restaurant']",104475189141199800419,1388961812,"Jan 5, 2014",100070273528446977899
5.0,Mostafa Sarwer,Clean place and great service. I often go here for lunch.   Their lunch special (half pho soup/half sandwich) is the best deal. You can can upgrade to a combo with a drink and a egg (or spring) roll. All of that costs about $10.28. Combo could be too much food for a female.,"['Restaurant', 'Vietnamese Restaurant', 'Chicken Wings Restaurant']",110534904668401871151,1389817242,"Jan 15, 2014",100072459318804803890
5.0,Charles Conners,Great milkshakes. Service works for me.,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",105722993427442298612,1352962465,"Nov 14, 2012",100076304549463952493
3.0,Kimberly Guel,"Me and two girlfriends ate here yesterday evening by accident. We planned to go to Raku, but I guess it's closed...? Oops. But anyways, It was around 6:00 pm so there wasn't a crowd. The atmosphere is inviting and the decor is modern and vibrant. The server was friendly and fairly knowledgeable. We had the Firenze Pizza (mushroom and sausage), the Brooklyn Pizza (chicken, broccoli, Gorgonzola) and the Carpaccio. The pizza wasn't the best I've had but I guess it wasn't the worst. I couldn't really taste the Gorgonzola and that's a pungent cheese. It tasted a little overdone on the bottom although it was flimsy. We each ordered the mango Bellini-those were yummy! In conclusion, I probably wouldn't get pizza again because I don't think it's worth the $14. Maybe I'll come back for a drink and happy hour one day though.","['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",100060334350346730154,1370017901,"May 31, 2013",100077206753915182395
4.0,Danetria Mont-Louis,Been coming to thus place for years.  Food has always been great for my $$.  Mike and Thuy have always been great.  Now there have been times when customer service was lacking GREATLY. I over look them...young and just there for a check.. Great CRAWFISH and cold beer.,['Seafood Restaurant'],109124194933378073367,1342967024,"Jul 22, 2012",100084552605442797987
3.0,Danetria Mont-Louis,,"['Restaurant', 'Soul Food Restaurant']",114652251513183778111,1365265925,"Apr 6, 2013",100084552605442797987
5.0,Rebekah C,"Graze is one of the main reasons I travelled back to the Mount Pleasant area!  I became nervous before I arrived for the second time, wondering if I had made it better in my mind as time had passed.  When the first appetizer arrived (Pulled Pork and Collard Green Mac n' Cheese) I knew I had not just imagined how good the food is at Graze.  Luckily I dined with a table full of sharers, and was able to experience multiple appetizers, salads, and entrees.  Each of them was delicious.  Even when I thought I couldn't eat another bite I HAD to make more room for the Wild Mushroom Papperdelle.  In addition to the food, the atmosphere and our fantastic server made us feel like we were VIP.  Before we left we tried to convince them to open a location in our home town.  In the meantime, I need to start planning my next trip to Mount Pleasant.","['Restaurant', 'Eclectic Restaurant']",111860838163181824747,1385522868,"Nov 26, 2013",100085141212111295546
5.0,Roseanna Bell,Awesome bar b q and sides as well as deserts.. nothing like two years ago great staff make you feel at home......,['Barbecue Restaurant'],102564581694640708056,1391722166,"Feb 6, 2014",100087748936973604080
1.0,Blake Butler,"Unfortunately, over the past few months the prices have increased, service is slower, and quality has decreased. The prices have gone from affordable to very high in my opinion. All meats are now $14.95 per pound. I have never worked in the food service industry, but I dont understand how beef brisket, spare ribs, baby back ribs, pulled pork, turkey, and sausage all cost the same. I went there today and ordered a half pound of baby backs and a quarter pound of brisket. The cashier entered my ticket incorrectly for a 1/2 lb babys & 1/4 lb babys. I noticed this when I checked my togo container and asked about the brisket. Honest mistake, and I asked her to double check to make sure I receieved 3/4 lb of ribs. (Cost was $12 and there were only three ribs plus the heel.) My request wasnot received well and the tall cook with glasses in the kitchen was very upset. They asked me to step up to the counter to look in the kitchen at the scale to confirm, implying I had accused them or wrongdiong. I really couldn't tell anyways because he weighed it in the container with sauce, onions, pickles, and jalpenos. He was bobbing his head and staring me down like he wanted to fight. This seemed like a lot of drama over asking someone to double check my order. I did not request to look at the scale and, if they brought it back without anymore ribs I would have trusted them. Babys are inconsistent with the amount of meat on them, so I just wanted to make sure the kitchen did not make a mistake like the cashier. When I got back to work i was disappointed with the babys. The meat did not fall off the bone like it used to, and there was a lot more fat on them. All of the things that kept drawing me back have vanished and I will not be returning ever again. It seems they are unable to keep up the same quality with volume increase from their popularity. It is a sad drop off from the first time i went to this place and I expect to see more posts like mine in the future. I am not a BBQ fanatic and for the same price, I will be spending my money at Luling on Richmond instead.","['Barbecue Restaurant', 'Caterer', 'American Restaurant']",110106737007796553010,1336154678,"May 4, 2012",100087869357383711639
4.0,Pedro Rodriguez III,,"['Barbecue Restaurant', 'Caterer']",106303573597101532834,1308423393,"Jun 18, 2011",100095287870783422484
4.0,Joachim Heinze,,"['Steak House', 'Seafood Restaurant']",117400897280698948068,1358625618,"Jan 19, 2013",100096635572541860566
3.0,Thomas Krehmeier,,['Seafood Restaurant'],106422789352098535786,1370250907,"Jun 3, 2013",100100977289353511058
4.0,Leslie Alvarez,My hunny takes me here for breakfast sometimes. I love it!,['American Restaurant'],102438408927806361936,1364604903,"Mar 29, 2013",100106196417511594457
4.0,Leslie Alvarez,"I love their ""Special rice""","['Restaurant', 'American Restaurant', 'Seafood Restaurant']",111584401206908909833,1364602989,"Mar 29, 2013",100106196417511594457
4.0,Leslie Alvarez,This is super close by. When I am craving Mexican food & I do not want to travel far this is the place to go! Good food & great service!,"['Latin American Restaurant', 'Mexican Restaurant']",115133060883185057197,1364602940,"Mar 29, 2013",100106196417511594457
1.0,Bobby Bracken,We've ordered them numerous times and the most recent one made us not order from here again. The pizza took too long to get here. The pizza was mildly warm when arrived. The driver called us to find the place. Next time we'll stick with another Pizza Inn place before we order from here again.,"['European Restaurant', 'Pizza Restaurant']",103771212119102193264,1290983192,"Nov 28, 2010",100106947885723416347
4.0,Christer Voreland,Very good place ^^,"['Asian Restaurant', 'Korean Restaurant']",103230022502275515821,1355417655,"Dec 13, 2012",100107532430811852588
5.0,Juan Carlos Esguerra,,"['American Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",100663309299016150095,1328388616,"Feb 4, 2012",100113678846880543220
5.0,Tony Castro,The best pizza of all time and that's saying something.  Great friendly service. And all in a very reasonable price. I recommend this to everyone. 5 stars well earned.,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",108855704780021601398,1394912698,"Mar 15, 2014",100113959160110112191
5.0,Chris LaLonde,"Indika takes a unique approach to Sunday brunch by offering a wide selection of their regular menu dishes in an unlimited fashion. All dishes are made fresh upon ordering except the dessert bar which has a fair selection of creative sweets. While most of the dishes were not traditional Indian recipes, all of them had Indian-inspired flavors and were very tasty in their own right. The wait-staff was very attentive and had perfect timing on brining out the next round of dishes. For anyone looking to sample a vast selection of Indian-inspired dishes at a moderate cost, I would highly recommend the Indika Sunday brunch.","['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",104535840166350312026,1289773803,"Nov 14, 2010",100114029961721721528
1.0,Chris LaLonde,Complete rip-off,['Restaurant'],110507270824873735413,1318377087,"Oct 11, 2011",100114029961721721528
4.0,Nicole Ceranek,,"['Restaurant', 'European Restaurant', 'Dessert Restaurant']",114569104858056748597,1313626238,"Aug 17, 2011",100114600906713122904
5.0,Wyatt Martin,,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",101667253410770510605,1301160474,"Mar 26, 2011",100118018884429110187
5.0,Wyatt Martin,,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",104126322574159851254,1289889722,"Nov 15, 2010",100118018884429110187
5.0,Cedric Ross,,['American Restaurant'],116352894318224084410,1316193893,"Sep 16, 2011",100118648219831332514
2.0,Samuel Black,Over priced and not great.  Five guys is a better burger for less.,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",101240283425390689896,1395607359,"Mar 23, 2014",100123116155281812292
5.0,Samuel Black,Super greasy.  If that's your thing this is a great burger,"['Fast Food Restaurant', 'Hamburger Restaurant']",102066208581495356436,1395608744,"Mar 23, 2014",100123116155281812292
4.0,Samuel Black,home made totillas.  for fast tex mex its an institution,"['Latin American Restaurant', 'Mexican Restaurant']",106562320731076543017,1296163292,"Jan 27, 2011",100123116155281812292
4.0,Samuel Black,the quality seems good and the delivery is fast.,"['Asian Restaurant', 'Chinese Restaurant']",112055265929802806929,1296588263,"Feb 1, 2011",100123116155281812292
4.0,Edgar Arreola,"This location is some times a hit or miss some times, food is always great, clean and good environment, service is good but not great, all depends on the server. I been a Chili's customer for a long time, love its food.","['Bar & Grill', 'American Restaurant']",106581802098795014395,1353961966,"Nov 26, 2012",100123831353373796052
5.0,Caroll Brown,Great desserts! I love the red velvet cake. The service was good and so is the food.,"['American Restaurant', 'Bakery', 'Cafe']",108392962099267592307,1347943179,"Sep 17, 2012",100124555769630349239
2.0,Kimberly Cleveland,"Very poor service.  It's close to my house, but I will travel just to get quality food and better service.","['Fast Food Restaurant', 'Dessert Shop', 'Ice Cream Shop']",117667715716432644334,1368311033,"May 11, 2013",100125578589307549624
5.0,Matt Dennis,Best NY style hands down,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",102968200754067149314,1387124871,"Dec 15, 2013",100131031652154462600
5.0,johnie minica,This resturant was really clean & the bathroom and had soap and paper towels  the food and Margarita's were Good for fast  there was a small mix up with my order. But a manager named Carlos  very quickly had it fixed and made sure I was happy with my order .Their kitchen appeared to be really clean from what I could see I give this Taco Cabana five stars !!!,"['Mexican Restaurant', 'Fast Food Restaurant']",101852482290637658376,1384669997,"Nov 16, 2013",100135828284329705808
5.0,johnie minica,Great place manager was nice,"['Mexican Restaurant', 'Latin American Restaurant', 'Fast Food Restaurant']",109789205826635610534,1384660685,"Nov 16, 2013",100135828284329705808
2.0,Zoran Vidojevic,This place is terrible. The food is very very subpar. I came to this buffet and all I could stomach was the rice and spring rolls. Please don't even go to the restroom because you will loose your appetite. Just awful...,"['Chinese Restaurant', 'Asian Restaurant']",113190630430549144592,1329339857,"Feb 15, 2012",100136520780875861736
5.0,David Berger,"Favorite bbq in houston! Awesome Turkey sausage, chicken, and potato salad!!","['Barbecue Restaurant', 'Caterer']",106303573597101532834,1316127501,"Sep 15, 2011",100139858845390195788
5.0,Enrique Adame,I went into Rudys shortly after it was built and got great customer service and awsome food! The brisket was so moist and tender. I highly recommend eating at Rudys.,"['Barbecue Restaurant', 'Gas Station']",106849912244293860411,1241745874,"May 7, 2009",100142564564283523631
4.0,Sandro Robledo,,"['Barbecue Restaurant', 'Gas Station']",106849912244293860411,1359552435,"Jan 30, 2013",100143682270199656596
5.0,Steven Pirtle,,['Restaurant'],112295229582288987484,1315676010,"Sep 10, 2011",100145427914905412004
4.0,Bill Cunningham,My service was verry good,['Restaurant'],108593317645476552457,1369804081,"May 28, 2013",100150182986477791684
5.0,Bill Cunningham,,"['Bar & Grill', 'European Restaurant', 'Night Club']",111788860744376703519,1369803991,"May 28, 2013",100150182986477791684
4.0,Bill Cunningham,,"['Mediterranean Restaurant', 'Asian Restaurant', 'Middle Eastern Restaurant']",113229077765358908772,1369804156,"May 28, 2013",100150182986477791684
5.0,Cassandra Dorsey,Service was great. ..Food was good. I had the Chicken waffles....service was quick and food was served hot.,"['Breakfast Restaurant', 'Soul Food Restaurant']",115968992644606085412,1373084348,"Jul 5, 2013",100153149004395722468
4.0,Tonice Ware,,"['Fast Food Restaurant', 'Dessert Shop', 'Cafe']",101661226199700911128,1367170986,"Apr 28, 2013",100155058822612138684
3.0,Tonice Ware,,"['Hamburger Restaurant', 'American Restaurant']",108028980596783210294,1367170842,"Apr 28, 2013",100155058822612138684
4.0,Tonice Ware,,"['Restaurant', 'American Restaurant']",108733578766786419531,1367170788,"Apr 28, 2013",100155058822612138684
2.0,Tonice Ware,,['Chicken Restaurant'],108866176564749196908,1367171118,"Apr 28, 2013",100155058822612138684
4.0,Tonice Ware,,"['Chicken Restaurant', 'Fast Food Restaurant']",111605406868266288861,1367170518,"Apr 28, 2013",100155058822612138684
3.0,Tonice Ware,,"['Steak House', 'Takeout Restaurant']",112263848332560272954,1367170889,"Apr 28, 2013",100155058822612138684
4.0,Tonice Ware,,"['Bar & Grill', 'American Restaurant']",117986055361038811157,1367170680,"Apr 28, 2013",100155058822612138684
2.0,Russel Bonham,"Stopped in for lunch one day. Got the lunch special, ""Chicken & dumplings"". Rather disappointed in the serving size, chicken was hard to find & dumplings had no taste & were too thing.",['American Restaurant'],114279489611568010855,1314379649,"Aug 26, 2011",100155947449770045266
4.0,vivek shinde,Good food simple and verity in veggie non panjabi food,"['Restaurant', 'Asian Restaurant', 'Indian Restaurant']",111475043882724255714,1368148644,"May 9, 2013",100162349518274628729
1.0,Alexandra Ali,"The most ridiculous and pathetic service ever! God I have and never will support such incompetent service from anyone! The staff doesn't know the menu or English,  I'm not sure which.  And the server ran away the second we asked a question.  forget this place if you have any self respect for your hard earned money!!!!","['Mexican Restaurant', 'Latin American Restaurant', 'Pan-Latin Restaurant']",117145676246721793912,1383961384,"Nov 8, 2013",100165515684241574133
5.0,Edward E. Ramirez,Excellent food and service. Not a single issue. GM is really nice. I would recommend it to all my family and friends.,"['Steak House', 'Takeout Restaurant']",112263848332560272954,1352408303,"Nov 8, 2012",100168520533658399594
5.0,Tammy Nobles,Got to try the Jose's Dip and Enchiladas De Tejas! Great food and service.,"['Mexican Restaurant', 'Latin American Restaurant']",100077235684428400023,1366123706,"Apr 16, 2013",100173302056739736084
3.0,Geoffrey Cormier,,"['American Restaurant', 'Cafe']",101374642270182145720,1390608055,"Jan 24, 2014",100175905274736995064
4.0,Geoffrey Cormier,,['Restaurant'],105189493465315629899,1392754237,"Feb 18, 2014",100175905274736995064
4.0,Geoffrey Cormier,,['Restaurant'],105975813964843685196,1388074572,"Dec 26, 2013",100175905274736995064
4.0,Geoffrey Cormier,,"['Tex-Mex Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",111093331557639269579,1390607946,"Jan 24, 2014",100175905274736995064
4.0,Geoffrey Cormier,,"['American Restaurant', 'Coffee Shop', 'Brunch Restaurant']",112027576770826653150,1390607746,"Jan 24, 2014",100175905274736995064
4.0,Geoffrey Cormier,,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",114966743572702228256,1388074620,"Dec 26, 2013",100175905274736995064
4.0,Geoffrey Cormier,,"['Latin American Restaurant', 'Mexican Restaurant']",116134728035269156659,1390597665,"Jan 24, 2014",100175905274736995064
2.0,Daniel Horande,"I loved the place. Food not good. Service not very good. I requested for non spicy food, and they cared nothing. Had to send back the plate. Plus they charged for entertainment time. Crappy hostess, i had to ask her if should i seat myself or what.....","['American Restaurant', 'Bar', 'Live Music Venue']",105489965208512096528,1291784995,"Dec 7, 2010",100176174863971125684
2.0,Audra Payne,Had roaches crawling on buffet. We left immediately and demanded a refund. The manager said it would post to my account in a week and its been almost 3weeks and no refund yet. I'm going to see them in person tomorrow because we never ate.in there roach investment restaurant and I want my money back now!!,"['Restaurant', 'Buffet Restaurant', 'American Restaurant']",108238109625349471881,1368559515,"May 14, 2013",100192358420697595945
5.0,Angie Ramirez,Awesome great service and yummy food,"['Mexican Restaurant', 'Latin American Restaurant']",108178136453055664217,1393299757,"Feb 24, 2014",100194543306843820705
3.0,Dana Down,"I was sitting waiting for my orders for to go the owner/mgr asked me to moved and stand somewhere in the corner because new customers came. What he said was : go way over there I have customers,  either he doesn't speak polite english or he just rude person.","['Asian Restaurant', 'Southeast Asian Restaurant', 'Vietnamese Restaurant']",103295032655257131726,1373997559,"Jul 16, 2013",100197589294949851682
5.0,Mike Roberson,Wonderful Greek food! Line & parking can be irritating but that's because everyone loves it so much! Stop by here every chance I get.,"['Greek Restaurant', 'Mediterranean Restaurant', 'Cafe']",100049916095060220864,1318820054,"Oct 16, 2011",100198821901147129032
5.0,Mike Roberson,Try the Ice coffee!,"['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",103733622233718534745,1318819522,"Oct 16, 2011",100198821901147129032
4.0,Mike Roberson,"Great place! Expect to valet or walk, parking is tight (fairly obvious for places in this area). Many options and very impressive for a theme restaurant. They are just as serious about a quality menu as they are about The Lord of the Rings - An Epic Tail, btw. I recommend checking this place out if you're in the area and need a new dinning experience.","['Hamburger Restaurant', 'Mexican Restaurant', 'Cafe']",107180604819741146282,1318818568,"Oct 16, 2011",100198821901147129032
5.0,Diana Walker,,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",103694679338857546612,1377298982,"Aug 23, 2013",100199539532534181291
3.0,David Morgan,"Service is generally ok, it's gotten a little ghetto as of lately. Food is always good, I've never gotten a wrong order.","['Chicken Restaurant', 'Chicken Wings Restaurant']",103727828720419976675,1366161325,"Apr 16, 2013",100203534996515442540
5.0,Usman Khan,You Helped a lot thnx,"['Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']",109362839624011630321,1316913318,"Sep 24, 2011",100214500588183056213
5.0,thomas wang,"if you like wet tender juicy pork Ribs then this is the place to be, back then have to drive to new braunfels tx to get some, now they finally open one close.  Must try","['Barbecue Restaurant', 'Gas Station']",106849912244293860411,1249568461,"Aug 6, 2009",100218521965042056736
4.0,Joel Rivera,Loved it. Very good. Adequate size. Good atmoshphere,"['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",111621451079073818215,1387056504,"Dec 14, 2013",100218781134902046059
1.0,Winter Mims,"I gave this restaurant 1 star because I had to. My boyfriend and I came here one time and had an amazing experience! The food was great; we never had to ask for anything. But ever since it has gone downhill! Service is horrible!! The hostess sits people that came in after you, before you. The waiters take forever! Sometimes they forget about you. Worst of all the restrooms are so nasty the entire restaurant smells like one! Pretty gross!","['Mexican Restaurant', 'Latin American Restaurant', 'Cafe']",108918793228815925882,1322578088,"Nov 29, 2011",100221159507552438718
3.0,Matthew Martin,"The place was great! We ordered the Hot wings for an appetizer, they were awesome. The Pad Thai and Red Curry were great. I asked for a 2 on a 1-5 scale of how spicy I wanted it and it was pretty hot. Service was awesome and they were funny.","['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",106336408847267335937,1365889719,"Apr 13, 2013",100225641522888672563
